user_id,device_brand,device_model,data_format,available_metrics,api_available,ehr_export_supported,platforms_integrated,fragmentation_index
U00181,Fitbit,Versa 4,proprietary_json,"steps,heart_rate,spo2,sleep_stages",True,False,vendor_portal_only,0.31525098153439035
U00185,Garmin,Venu 3,proprietary_json,"steps,heart_rate,hrv,sleep_stages,stress",False,False,vendor_portal_only,0.4270572429955692
U00187,Samsung,Galaxy Fit 3,proprietary_json,"steps,heart_rate,spo2,sleep_stages",True,False,vendor_portal_only,0.43106574132682834
U00188,Apple,Watch Series 9,open_fhir,"steps,heart_rate,spo2,hrv,sleep_stages,ecg",True,True,ehr_system,0.07277648682897056
U00192,Garmin,Venu 3,proprietary_json,"steps,heart_rate,hrv,sleep_stages,stress",False,False,vendor_portal_only,0.37470409239554997
U00195,Fitbit,Versa 4,proprietary_json,"steps,heart_rate,spo2,sleep_stages",True,False,third_party_aggregator,0.25993134683478775
U00196,Apple,Watch Series 9,open_fhir,"steps,heart_rate,spo2,hrv,sleep_stages,ecg",True,True,ehr_system,0.3034178492770258
U00201,Whoop,Whoop 4.0,proprietary_json,"heart_rate,hrv,sleep_stages,strain,recovery",False,False,vendor_portal_only,0.501825460405733
U00204,Samsung,Galaxy Watch 6,proprietary_json,"steps,heart_rate,spo2,sleep_stages",True,True,third_party_aggregator,0.3686836592134119
U00205,Withings,Steel HR,open_fhir,"steps,heart_rate,spo2,ecg,temperature",True,False,vendor_portal_only,0.34570714860957164
U00206,Other,Generic Tracker,proprietary_json,"steps,heart_rate",False,False,vendor_portal_only,0.9949295419181
U00208,Apple,Watch Ultra,proprietary_json,"steps,heart_rate,spo2,hrv,sleep_stages,ecg",True,False,third_party_aggregator,0.12164205767667981
U00209,Fitbit,Sense 2,proprietary_json,"steps,heart_rate,spo2,sleep_stages",True,False,third_party_aggregator,0.30203192115333255
U00212,Fitbit,Sense 2,proprietary_json,"steps,heart_rate,spo2,sleep_stages",False,False,vendor_portal_only,0.36291181439275616
U00213,Apple,Watch Ultra,proprietary_json,"steps,heart_rate,spo2,hrv,sleep_stages,ecg",True,False,third_party_aggregator,0.22486395377847695
U00215,Apple,Watch SE,proprietary_json,"steps,heart_rate,spo2,hrv,sleep_stages,ecg",False,True,ehr_system,0.17360640172931277
U00216,Apple,Watch Ultra,open_fhir,"steps,heart_rate,spo2,hrv,sleep_stages,ecg",True,True,ehr_system,0.06883164635885927
U00218,Apple,Watch Series 9,proprietary_json,"steps,heart_rate,spo2,hrv,sleep_stages,ecg",True,True,ehr_system,0.18084910491082418
U00220,Whoop,Whoop 4.0,proprietary_json,"heart_rate,hrv,sleep_stages,strain,recovery",True,False,third_party_aggregator,0.37731072852978453
U00222,Apple,Watch Series 9,proprietary_json,"steps,heart_rate,spo2,hrv,sleep_stages,ecg",True,False,vendor_portal_only,0.41792245927130356
U00223,Fitbit,Charge 6,proprietary_json,"steps,heart_rate,spo2,sleep_stages",True,False,third_party_aggregator,0.6217635114317663
U00224,Samsung,Galaxy Fit 3,proprietary_json,"steps,heart_rate,spo2,sleep_stages",False,False,vendor_portal_only,0.3728891650806156
U00226,Garmin,Fenix 7,proprietary_json,"steps,heart_rate,hrv,sleep_stages,stress",False,False,vendor_portal_only,0.1892865189551316
U00227,Apple,Watch Ultra,open_fhir,"steps,heart_rate,spo2,hrv,sleep_stages,ecg",True,True,third_party_aggregator,0.3238044105712372
U00228,Garmin,Forerunner 265,csv_export,"steps,heart_rate,hrv,sleep_stages,stress",True,False,third_party_aggregator,0.2528385263023153
U00232,Garmin,Venu 3,proprietary_json,"steps,heart_rate,hrv,sleep_stages,stress",False,False,vendor_portal_only,0.3176243419608001
U00235,Other,Budget Smartwatch,proprietary_json,"steps,heart_rate",False,False,vendor_portal_only,0.5242300877633421
U00239,Apple,Watch SE,proprietary_json,"steps,heart_rate,spo2,hrv,sleep_stages,ecg",True,True,third_party_aggregator,0.1999494339796041
U00240,Apple,Watch SE,proprietary_json,"steps,heart_rate,spo2,hrv,sleep_stages,ecg",True,True,third_party_aggregator,0.21452797485092492
U00241,Fitbit,Versa 4,csv_export,"steps,heart_rate,spo2,sleep_stages",True,False,vendor_portal_only,0.19237976608048818
U00244,Apple,Watch SE,open_fhir,"steps,heart_rate,spo2,hrv,sleep_stages,ecg",True,True,third_party_aggregator,0.17979863383402397
U00249,Samsung,Galaxy Fit 3,proprietary_json,"steps,heart_rate,spo2,sleep_stages",False,True,third_party_aggregator,0.5227921947008809
U00252,Samsung,Galaxy Watch 6,proprietary_json,"steps,heart_rate,spo2,sleep_stages",True,False,vendor_portal_only,0.3753020283476183
U00253,Samsung,Galaxy Watch 6,proprietary_json,"steps,heart_rate,spo2,sleep_stages",False,False,vendor_portal_only,0.3975439378084279
U00254,Withings,ScanWatch 2,open_fhir,"steps,heart_rate,spo2,ecg,temperature",False,True,ehr_system,0.13748526175081846
U00255,Garmin,Fenix 7,csv_export,"steps,heart_rate,hrv,sleep_stages,stress",True,False,third_party_aggregator,0.5421675487785764
U00256,Oura,Oura Ring Gen 3,proprietary_json,"heart_rate,hrv,sleep_stages,temperature,activity",True,False,vendor_portal_only,0.390316817573901
U00257,Garmin,Forerunner 265,csv_export,"steps,heart_rate,hrv,sleep_stages,stress",True,False,third_party_aggregator,0.5685952831551542
U00258,Apple,Watch Series 9,open_fhir,"steps,heart_rate,spo2,hrv,sleep_stages,ecg",True,True,ehr_system,0.26542748041976966
U00261,Samsung,Galaxy Watch 6,proprietary_json,"steps,heart_rate,spo2,sleep_stages",True,False,third_party_aggregator,0.3013125199336545
U00263,Garmin,Venu 3,csv_export,"steps,heart_rate,hrv,sleep_stages,stress",True,False,vendor_portal_only,0.14833156066732298
U00264,Withings,Steel HR,open_fhir,"steps,heart_rate,spo2,ecg,temperature",True,False,vendor_portal_only,0.7544784340399306
U00266,Apple,Watch Series 9,proprietary_json,"steps,heart_rate,spo2,hrv,sleep_stages,ecg",False,True,third_party_aggregator,0.3303247273047384
U00267,Fitbit,Charge 6,proprietary_json,"steps,heart_rate,spo2,sleep_stages",False,False,vendor_portal_only,0.45356892796268045
U00268,Samsung,Galaxy Watch 6,proprietary_json,"steps,heart_rate,spo2,sleep_stages",False,False,vendor_portal_only,0.6346358787633676
U00270,Apple,Watch SE,open_fhir,"steps,heart_rate,spo2,hrv,sleep_stages,ecg",False,True,ehr_system,0.27240870122288613
U00273,Garmin,Venu 3,proprietary_json,"steps,heart_rate,hrv,sleep_stages,stress",True,False,third_party_aggregator,0.602860007707263
U00275,Fitbit,Charge 6,proprietary_json,"steps,heart_rate,spo2,sleep_stages",False,False,vendor_portal_only,0.29257096907038055
U00276,Apple,Watch Ultra,open_fhir,"steps,heart_rate,spo2,hrv,sleep_stages,ecg",True,False,vendor_portal_only,0.3237578532833207
U00277,Apple,Watch Series 9,open_fhir,"steps,heart_rate,spo2,hrv,sleep_stages,ecg",True,True,ehr_system,0.1869903292575294
U00280,Whoop,Whoop 4.0,proprietary_json,"heart_rate,hrv,sleep_stages,strain,recovery",False,False,vendor_portal_only,0.45930541681282366
U00282,Apple,Watch Ultra,proprietary_json,"steps,heart_rate,spo2,hrv,sleep_stages,ecg",True,False,vendor_portal_only,0.25970005754542763
U00283,Samsung,Galaxy Watch 6,proprietary_json,"steps,heart_rate,spo2,sleep_stages",True,False,vendor_portal_only,0.20256415260563868
U00284,Garmin,Venu 3,proprietary_json,"steps,heart_rate,hrv,sleep_stages,stress",False,False,vendor_portal_only,0.4494136333562021
U00286,Garmin,Venu 3,proprietary_json,"steps,heart_rate,hrv,sleep_stages,stress",True,True,third_party_aggregator,0.35320626851885967
U00288,Fitbit,Versa 4,proprietary_json,"steps,heart_rate,spo2,sleep_stages",True,True,third_party_aggregator,0.1114927240654783
U00289,Apple,Watch SE,proprietary_json,"steps,heart_rate,spo2,hrv,sleep_stages,ecg",True,True,third_party_aggregator,0.20423381142410768
U00291,Other,Budget Smartwatch,proprietary_json,"steps,heart_rate",False,False,vendor_portal_only,0.5809890593693214
U00294,Apple,Watch Ultra,proprietary_json,"steps,heart_rate,spo2,hrv,sleep_stages,ecg",True,True,third_party_aggregator,0.33528364648382425
U00297,Fitbit,Charge 6,csv_export,"steps,heart_rate,spo2,sleep_stages",True,True,ehr_system,0.38422375429925326
U00300,Oura,Oura Ring Gen 3,proprietary_json,"heart_rate,hrv,sleep_stages,temperature,activity",True,False,vendor_portal_only,0.7315955787237036
U00301,Apple,Watch Series 9,open_fhir,"steps,heart_rate,spo2,hrv,sleep_stages,ecg",True,True,third_party_aggregator,0.30201095956248264
U00302,Apple,Watch Ultra,proprietary_json,"steps,heart_rate,spo2,hrv,sleep_stages,ecg",True,False,vendor_portal_only,0.19460389297657138
U00304,Withings,ScanWatch 2,proprietary_json,"steps,heart_rate,spo2,ecg,temperature",True,True,ehr_system,0.44182968953328583
U00309,Apple,Watch Ultra,open_fhir,"steps,heart_rate,spo2,hrv,sleep_stages,ecg",True,False,vendor_portal_only,0.21519519630884576
U00310,Apple,Watch Series 9,open_fhir,"steps,heart_rate,spo2,hrv,sleep_stages,ecg",True,True,third_party_aggregator,0.2987972856113169
U00312,Garmin,Fenix 7,proprietary_json,"steps,heart_rate,hrv,sleep_stages,stress",True,False,vendor_portal_only,0.4089733221194841
U00315,Withings,Steel HR,proprietary_json,"steps,heart_rate,spo2,ecg,temperature",True,True,ehr_system,0.3620016512457509
U00317,Whoop,Whoop 4.0,proprietary_json,"heart_rate,hrv,sleep_stages,strain,recovery",True,False,third_party_aggregator,0.5515480847912526
U00318,Garmin,Forerunner 265,csv_export,"steps,heart_rate,hrv,sleep_stages,stress",True,False,third_party_aggregator,0.4691770998332138
U00322,Other,Budget Smartwatch,csv_export,"steps,heart_rate",False,False,vendor_portal_only,0.4487156923396442
U00324,Apple,Watch Ultra,open_fhir,"steps,heart_rate,spo2,hrv,sleep_stages,ecg",True,True,ehr_system,0.2817008761644705
U00326,Whoop,Whoop 4.0,proprietary_json,"heart_rate,hrv,sleep_stages,strain,recovery",False,True,third_party_aggregator,0.2658370426926716
U00327,Apple,Watch Ultra,open_fhir,"steps,heart_rate,spo2,hrv,sleep_stages,ecg",True,False,vendor_portal_only,0.3605571343141608
U00328,Other,Budget Smartwatch,csv_export,"steps,heart_rate",False,False,vendor_portal_only,0.7554361621543948
U00329,Withings,ScanWatch 2,proprietary_json,"steps,heart_rate,spo2,ecg,temperature",True,True,ehr_system,0.6780996249870519
U00330,Fitbit,Charge 6,csv_export,"steps,heart_rate,spo2,sleep_stages",True,False,vendor_portal_only,0.21600842722694888
U00331,Samsung,Galaxy Fit 3,proprietary_json,"steps,heart_rate,spo2,sleep_stages",True,False,vendor_portal_only,0.5386832420343044
U00333,Garmin,Venu 3,csv_export,"steps,heart_rate,hrv,sleep_stages,stress",True,True,ehr_system,0.5403670095352195
U00338,Apple,Watch SE,proprietary_json,"steps,heart_rate,spo2,hrv,sleep_stages,ecg",True,True,third_party_aggregator,0.23177679527921102
U00339,Garmin,Forerunner 265,proprietary_json,"steps,heart_rate,hrv,sleep_stages,stress",True,True,ehr_system,0.343503497041764
U00340,Withings,ScanWatch 2,open_fhir,"steps,heart_rate,spo2,ecg,temperature",True,True,third_party_aggregator,0.2980795520913949
U00341,Fitbit,Sense 2,proprietary_json,"steps,heart_rate,spo2,sleep_stages",True,False,vendor_portal_only,0.18850283627330083
U00346,Apple,Watch SE,proprietary_json,"steps,heart_rate,spo2,hrv,sleep_stages,ecg",True,True,ehr_system,0.17487656805269705
U00348,Other,Generic Tracker,csv_export,"steps,heart_rate",False,False,vendor_portal_only,0.3988448715194088
U00349,Fitbit,Versa 4,proprietary_json,"steps,heart_rate,spo2,sleep_stages",True,True,third_party_aggregator,0.5414866980308741
U00350,Fitbit,Charge 6,csv_export,"steps,heart_rate,spo2,sleep_stages",True,False,third_party_aggregator,0.169753769207727
U00351,Whoop,Whoop 4.0,proprietary_json,"heart_rate,hrv,sleep_stages,strain,recovery",True,False,vendor_portal_only,0.576801186059097
U00352,Garmin,Forerunner 265,proprietary_json,"steps,heart_rate,hrv,sleep_stages,stress",True,False,vendor_portal_only,0.4653557690327658
U00353,Fitbit,Versa 4,proprietary_json,"steps,heart_rate,spo2,sleep_stages",True,True,third_party_aggregator,0.3928999078337542
U00354,Apple,Watch SE,open_fhir,"steps,heart_rate,spo2,hrv,sleep_stages,ecg",True,True,ehr_system,0.29452886103989795
U00361,Samsung,Galaxy Fit 3,proprietary_json,"steps,heart_rate,spo2,sleep_stages",False,False,vendor_portal_only,0.5124960444429545
U00362,Fitbit,Sense 2,csv_export,"steps,heart_rate,spo2,sleep_stages",True,False,third_party_aggregator,0.2964893405075995
U00363,Garmin,Venu 3,proprietary_json,"steps,heart_rate,hrv,sleep_stages,stress",True,False,third_party_aggregator,0.4131325968535318
U00372,Other,Budget Smartwatch,csv_export,"steps,heart_rate",True,False,vendor_portal_only,0.5912876974068539
U00374,Apple,Watch Series 9,proprietary_json,"steps,heart_rate,spo2,hrv,sleep_stages,ecg",True,True,third_party_aggregator,0.38025255912501815
U00376,Other,Budget Smartwatch,proprietary_json,"steps,heart_rate",False,False,vendor_portal_only,1.0
U00377,Samsung,Galaxy Watch 6,proprietary_json,"steps,heart_rate,spo2,sleep_stages",False,True,ehr_system,0.21284927357740743
U00378,Other,Budget Smartwatch,proprietary_json,"steps,heart_rate",True,False,third_party_aggregator,0.24377983147913512
U00379,Apple,Watch Series 9,proprietary_json,"steps,heart_rate,spo2,hrv,sleep_stages,ecg",True,True,third_party_aggregator,0.30691315690190213
U00380,Fitbit,Versa 4,csv_export,"steps,heart_rate,spo2,sleep_stages",False,True,third_party_aggregator,0.478444746108285
U00385,Samsung,Galaxy Fit 3,proprietary_json,"steps,heart_rate,spo2,sleep_stages",True,True,third_party_aggregator,0.6539768238547837
U00387,Oura,Oura Ring Gen 3,proprietary_json,"heart_rate,hrv,sleep_stages,temperature,activity",True,False,third_party_aggregator,0.6180624561946649
U00390,Other,Generic Tracker,proprietary_json,"steps,heart_rate",False,True,ehr_system,0.9291561917374414
U00391,Fitbit,Charge 6,csv_export,"steps,heart_rate,spo2,sleep_stages",True,True,ehr_system,0.5492072879451572
U00392,Samsung,Galaxy Watch 6,proprietary_json,"steps,heart_rate,spo2,sleep_stages",False,False,vendor_portal_only,0.5850688880283214
U00397,Apple,Watch Ultra,open_fhir,"steps,heart_rate,spo2,hrv,sleep_stages,ecg",True,True,ehr_system,0.33811605101631487
U00398,Garmin,Forerunner 265,proprietary_json,"steps,heart_rate,hrv,sleep_stages,stress",False,False,vendor_portal_only,0.2076685655584717
U00400,Whoop,Whoop 4.0,proprietary_json,"heart_rate,hrv,sleep_stages,strain,recovery",True,False,vendor_portal_only,0.5484948659490958
U00405,Samsung,Galaxy Watch 6,proprietary_json,"steps,heart_rate,spo2,sleep_stages",False,False,vendor_portal_only,0.4220054066682835
